465	0
673	1
47	1
936	2
761	3
502	4
822	5
322	6
920	7
322	7
409	8
263	9
512	9
960	9
165	10
301	11
97	12
579	13
50	14
795	15
98	15
761	16
703	17
47	18
920	19
322	19
664	19
842	19
47	19
432	20
703	21
664	22
79	23
522	24
878	25
664	26
785	27
920	28
502	29
70	30
479	31
47	31
25	32
675	33
920	33
842	33
47	34
629	35
842	36
629	37
761	38
97	39
785	40
761	41
979	42
791	43
805	44
465	44
761	45
199	46
127	47
455	48
281	49
322	50
162	51
25	52
281	53
920	54
410	55
269	56
785	57
579	58
162	59
97	60
629	61
629	62
627	63
70	64
70	65
629	66
875	67
410	68
378	69
587	70
774	71
947	72
127	73
248	74
257	74
988	74
257	74
577	74
534	75
479	76
761	77
47	77
97	78
312	79
741	79
878	80
947	81
703	82
483	83
803	84
127	85
294	86
664	87
448	88
47	89
70	90
761	90
97	91
70	92
986	93
340	94
842	95
502	96
367	96
547	97
936	98
50	99
845	100
845	101
664	101
673	102
309	103
920	104
199	104
322	104
377	104
842	104
646	105
771	105
824	105
728	105
287	106
162	107
664	108
150	109
127	110
502	111
774	112
465	112
701	113
201	113
579	114
872	115
971	115
769	115
920	116
920	117
920	118
165	119
664	120
368	121
434	122
579	123
986	124
25	125
499	126
703	127
920	128
878	128
845	129
139	130
983	131
47	132
630	133
292	133
822	134
842	135
761	136
850	136
842	136
663	137
302	138
287	139
880	140
410	141
920	142
723	143
643	144
961	145
986	146
74	147
702	147
625	147
152	148
50	149
419	150
434	151
431	151
839	151
703	152
878	153
410	154
979	155
361	156
901	156
337	157
633	157
371	158
322	159
283	160
199	161
371	162
377	163
947	164
673	165
579	166
628	167
97	168
961	169
663	170
803	171
249	172
361	172
663	172
901	172
322	173
165	174
664	175
410	176
70	177
448	178
785	179
25	180
541	181
785	182
287	183
842	184
961	184
629	185
410	186
796	187
64	188
502	189
243	190
377	191
663	192
879	193
979	194
410	195
579	196
715	197
879	198
91	199
830	199
678	199
962	199
719	200
502	201
245	202
570	202
64	203
847	204
461	205
377	206
378	207
359	207
97	208
401	209
25	210
359	211
378	211
880	212
842	213
629	214
359	215
378	215
55	216
356	217
761	218
359	219
378	219
796	220
664	221
359	222
378	222
359	223
378	223
878	224
479	225
359	226
378	226
673	227
359	228
378	228
127	229
663	230
664	231
45	232
70	233
359	234
378	234
516	235
674	235
467	236
12	237
12	238
245	239
920	240
850	240
359	241
378	241
616	242
653	243
920	244
761	245
359	246
378	246
256	247
725	247
834	247
806	247
361	248
901	248
419	249
322	250
629	251
761	252
359	253
378	253
986	254
152	255
664	256
703	257
39	258
600	259
479	260
47	261
785	262
371	263
629	264
629	265
629	266
127	267
356	268
570	269
517	269
961	269
33	269
887	269
210	270
410	271
137	272
90	272
190	272
806	272
302	273
805	274
309	275
703	276
896	277
247	278
718	278
